# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
 11793   47172.00       -41.9505       0.2269639374       0.2374637329
 11794   47176.00       -42.2393       0.2271923443       0.2355910243
 11795   47180.00       -43.1141       0.2278390847       0.2346336252
 11796   47184.00       -40.8956       0.2287128756       0.2350404892
 11797   47188.00       -41.3504       0.2296926996       0.2382352244
 11798   47192.00       -39.7369       0.2295699878       0.2399570182
 11799   47196.00        39.3460       0.2294484494       0.2385629532
 11800   47200.00       -45.3564       0.2292900402       0.2364353348
 11801   47204.00       -43.8439       0.2291554472       0.2348808011
 11802   47208.00        43.3754       0.2284952085       0.2355206784
 11803   47212.00       -40.7751       0.2262546356       0.2376734412
 11804   47216.00       -42.2455       0.2240291762       0.2377142642
 11805   47220.00       -46.4898       0.2248210094       0.2350292476
 11806   47224.00       -49.5411       0.2281086124       0.2332701791
 11807   47228.00       -51.4565       0.2309236323       0.2347093469
 11808   47232.00       -49.7098       0.2318474163       0.2357926813
 11809   47236.00        49.0749       0.2294004858       0.2359057523
 11810   47240.00       -47.9046       0.2263918585       0.2340673579
 11811   47244.00       -44.6139       0.2251383463       0.2323042339
 11812   47248.00       -40.3262       0.2262245896       0.2323027722
 11813   47252.00       -36.6152       0.2267654205       0.2339151149
 11814   47256.00        34.7350       0.2250132090       0.2341959191
 11815   47260.00        30.5099       0.2242622515       0.2325297804
 11816   47264.00        31.9808       0.2261483390       0.2311094515
 11817   47268.00       -40.8247       0.2297482723       0.2330680848
 11818   47272.00        45.3208       0.2329785056       0.2371557372
 11819   47276.00        47.5487       0.2326593819       0.2406099797
 11820   47280.00       -39.2220       0.2304350973       0.2404087803
 11821   47284.00       -39.2018       0.2289612099       0.2368728793
 11822   47288.00       -40.2016       0.2290428192       0.2328699710
 11823   47292.00        43.6341       0.2295621751       0.2327693665
 11824   47296.00        43.7406       0.2297359817       0.2339662781
 11825   47300.00       -44.0339       0.2271010047       0.2346953772
 11826   47304.00        45.0225       0.2256009075       0.2350202028
 11827   47308.00       -49.5816       0.2258675131       0.2341791101
 11828   47312.00       -53.8897       0.2279976882       0.2332994938
 11829   47316.00        54.9441       0.2301108899       0.2343077987
 11830   47320.00       -52.7473       0.2299935942       0.2351291241
 11831   47324.00        49.5861       0.2281724350       0.2355671944
 11832   47328.00       -47.9543       0.2276325358       0.2368548342
 11833   47332.00        47.1526       0.2273820431       0.2375711931
 11834   47336.00        49.5286       0.2274012603       0.2378145021
 11835   47340.00       -45.1448       0.2269801708       0.2370859789
 11836   47344.00       -45.1274       0.2258153264       0.2358739357
 11837   47348.00        50.9914       0.2267569189       0.2354424035
 11838   47352.00       -56.2346       0.2287741681       0.2353059810
 11839   47356.00        59.7784       0.2295482934       0.2353137049
 11840   47360.00        60.3241       0.2290447276       0.2355507187
 11841   47364.00        60.6073       0.2278182502       0.2361552109
 11842   47368.00        64.1100       0.2276014830       0.2376054857
 11843   47372.00       -64.1380       0.2279662007       0.2380322356
 11844   47376.00       -65.5758       0.2276032452       0.2365032978
 11845   47380.00       -68.4367       0.2261596547       0.2337116986
 11846   47384.00        71.1050       0.2249752327       0.2317788936
 11847   47388.00        71.1742       0.2263482209       0.2331224952
 11848   47392.00       -71.7172       0.2301631434       0.2378520021
 11849   47396.00        71.0103       0.2330693112       0.2418946081
 11850   47400.00       -71.6004       0.2336429358       0.2432533381
 11851   47404.00        67.4729       0.2321694541       0.2409282969
 11852   47408.00       -70.9433       0.2302016272       0.2384298271
 11853   47412.00       -69.3242       0.2300275788       0.2384470454
 11854   47416.00        70.0275       0.2290215908       0.2388605025
 11855   47420.00       -69.0189       0.2282018133       0.2391865159
 11856   47424.00        69.2954       0.2279431420       0.2382827066
 11857   47428.00        74.0205       0.2277714871       0.2356712075
 11858   47432.00        78.7575       0.2288229100       0.2359152079
 11859   47436.00        72.1221       0.2305984972       0.2392394746
 11860   47440.00        70.8965       0.2303884831       0.2419911674
 11861   47444.00       -74.4832       0.2288746006       0.2406865089
 11862   47448.00       -79.1807       0.2281074378       0.2380093204
 11863   47452.00        79.6018       0.2293058649       0.2378640160
 11864   47456.00       -79.4262       0.2317171919       0.2405559438
 11865   47460.00        78.5453       0.2316488599       0.2430995247
 11866   47464.00       -81.0027       0.2291983336       0.2421340369
 11867   47468.00        87.9627       0.2272638105       0.2387160383
 11868   47472.00       -88.8145       0.2271425825       0.2368949198
 11869   47476.00       -85.3103       0.2289446637       0.2382890957
 11870   47480.00        76.3723       0.2292472171       0.2411496571
 11871   47484.00        72.6085       0.2269688658       0.2414376420
 11872   47488.00        78.8562       0.2258850045       0.2383712152
 11873   47492.00        83.5612       0.2267593305       0.2354138517
 11874   47496.00        85.2426       0.2279455208       0.2353329620
 11875   47500.00       -85.5738       0.2277324945       0.2369944841
 11876   47504.00       -84.5923       0.2247604532       0.2370285800
 11877   47508.00       -94.1675       0.2216457264       0.2346696961
 11878   47512.00       102.6258       0.2220441643       0.2334295060
 11879   47516.00      -104.9770       0.2258123187       0.2355410604
 11880   47520.00      -102.4170       0.2295794175       0.2403044832
 11881   47524.00        97.7471       0.2303428204       0.2438723019
 11882   47528.00       100.4819       0.2288828669       0.2430109892
 11883   47532.00       106.2317       0.2282112486       0.2393817719
 11884   47536.00       110.8111       0.2290038875       0.2377259135
 11885   47540.00       109.7957       0.2298660041       0.2386794139
 11886   47544.00      -107.9247       0.2287113129       0.2400760191
 11887   47548.00      -111.6982       0.2258651908       0.2402332434
 11888   47552.00      -116.2168       0.2247055817       0.2389782557
 11889   47556.00      -116.5521       0.2265092192       0.2384994370
 11890   47560.00      -114.0547       0.2289325730       0.2390387211
 11891   47564.00       114.5401       0.2290081052       0.2395770210
 11892   47568.00       118.3857       0.2267574300       0.2388496636
 11893   47572.00      -128.4883       0.2253387982       0.2375535450
 11894   47576.00       131.2294       0.2268903730       0.2384284468
 11895   47580.00      -126.7654       0.2298285033       0.2410958569
 11896   47584.00      -127.2808       0.2300575067       0.2415831114
 11897   47588.00       133.5993       0.2277326932       0.2409543252
 11898   47592.00       137.8437       0.2255742422       0.2401989125
 11899   47596.00      -135.3879       0.2259069027       0.2402763320
 11900   47600.00       125.4571       0.2283028828       0.2419109438
 11901   47604.00       117.5537       0.2295723716       0.2424301438
 11902   47608.00       114.0614       0.2289001241       0.2414514376
 11903   47612.00      -111.7404       0.2288321038       0.2406750951
 11904   47616.00       108.2350       0.2301758009       0.2413533374
 11905   47620.00       100.5519       0.2311949880       0.2415600386
 11906   47624.00        95.8726       0.2284390924       0.2387583238
 11907   47628.00       -98.8946       0.2233557241       0.2340303337
 11908   47632.00      -101.7770       0.2214464421       0.2321141045
 11909   47636.00       -99.0074       0.2240089085       0.2352512793
 11910   47640.00        94.0610       0.2285785300       0.2408212023
 11911   47644.00       -90.4680       0.2310676492       0.2433962200
 11912   47648.00       -88.7719       0.2300289576       0.2406831768
 11913   47652.00       -88.8233       0.2288521461       0.2368857925
 11914   47656.00        83.9495       0.2294805309       0.2362915714
 11915   47660.00       -84.9182       0.2309049796       0.2395585728
 11916   47664.00       -85.2186       0.2306611479       0.2429671457
 11917   47668.00       -88.2996       0.2276816015       0.2410662829
 11918   47672.00       -88.8407       0.2249482419       0.2367446823
 11919   47676.00       -88.0300       0.2259386397       0.2344914539
 11920   47680.00        81.0673       0.2288763011       0.2356157409
 11921   47684.00       -76.3203       0.2301901172       0.2395197168
 11922   47688.00       -70.6081       0.2280019019       0.2398110779
 11923   47692.00        67.2564       0.2255445214       0.2354714375
 11924   47696.00       -68.0401       0.2261651935       0.2337838857
 11925   47700.00        66.8449       0.2294796407       0.2365339285
 11926   47704.00        68.6521       0.2317713789       0.2420340792
 11927   47708.00        67.1378       0.2316140960       0.2446526210
 11928   47712.00        70.7004       0.2295456001       0.2406373849
 11929   47716.00        78.0767       0.2279109994       0.2362345444
 11930   47720.00        76.3886       0.2277720585       0.2358168344
 11931   47724.00       -70.0336       0.2277524894       0.2387805357
 11932   47728.00        65.2070       0.2276965830       0.2435166206
 11933   47732.00       -64.2309       0.2296206360       0.2451262977
 11934   47736.00        70.0168       0.2320131539       0.2422609233
 11935   47740.00        76.0974       0.2326351909       0.2400532573
 11936   47744.00       -75.4398       0.2304841826       0.2385636746
 11937   47748.00       -73.2664       0.2258836274       0.2375934548
 11938   47752.00       -78.7905       0.2228901948       0.2373228577
 11939   47756.00        80.2537       0.2236142595       0.2364700048
 11940   47760.00        88.4584       0.2254767128       0.2363610893
